locality,region,pop,proper
slippery-rock,pa,3609,Slippery Rock
slovan,pa,516,Slovan
smethport,pa,1423,Smethport
smicksburg,pa,55,Smicksburg
smithfield,pa,821,Smithfield
smithmill,pa,356,Smithmill
smithton,pa,340,Smithton
smock,pa,1448,Smock
smoketown,pa,122,Smoketown
snow-shoe,pa,667,Snow Shoe
snpj,pa,18,SNPJ
snydertown,pa,324,Snydertown
somerset,pa,6006,Somerset
souderton,pa,7227,Souderton
south-bethlehem,pa,484,South Bethlehem
south-coatesville,pa,1649,South Coatesville
south-connellsville,pa,1896,South Connellsville
south-fork,pa,941,South Fork
south-gibson,pa,164,South Gibson
south-greensburg,pa,2119,South Greensburg
south-heights,pa,382,South Heights
south-montrose,pa,347,South Montrose
south-mountain,pa,47,South Mountain
south-new-castle,pa,645,South New Castle
south-park,pa,10103,South Park
south-renovo,pa,406,South Renovo
south-sterling,pa,179,South Sterling
south-waverly,pa,1070,South Waverly
south-williamsport,pa,6237,South Williamsport
southampton,pa,36167,Southampton
southmont,pa,2028,Southmont
southview,pa,123,Southview
southwest-greensburg,pa,2206,Southwest Greensburg
spangler,pa,599,Spangler
spartansburg,pa,275,Spartansburg
speers,pa,1082,Speers
spraggs,pa,685,Spraggs
sprankle-mills,pa,34,Sprankle Mills
spring-church,pa,1051,Spring Church
spring-city,pa,3485,Spring City
spring-creek,pa,801,Spring Creek
spring-glen,pa,739,Spring Glen
spring-grove,pa,2378,Spring Grove
spring-house,pa,44,Spring House
spring-mills,pa,3578,Spring Mills
spring-run,pa,834,Spring Run
springboro,pa,374,Springboro
springdale,pa,3358,Springdale
springfield,pa,25218,Springfield
springs,pa,316,Springs
springtown,pa,120,Springtown
springville,pa,1619,Springville
sproul,pa,216,Sproul
spruce-creek,pa,350,Spruce Creek
stahlstown,pa,1181,Stahlstown
star-junction,pa,311,Star Junction
starford,pa,23,Starford
starlight,pa,236,Starlight
starrucca,pa,172,Starrucca
state-college,pa,41005,State College
state-line,pa,932,State Line
steelton,pa,6266,Steelton
sterling,pa,257,Sterling
stevens,pa,7642,Stevens
stevensville,pa,526,Stevensville
stewartstown,pa,2164,Stewartstown
stillwater,pa,200,Stillwater
stockdale,pa,422,Stockdale
stockertown,pa,916,Stockertown
stoneboro,pa,943,Stoneboro
stoystown,pa,298,Stoystown
strabane,pa,566,Strabane
strasburg,pa,3109,Strasburg
strattanville,pa,534,Strattanville
strausstown,pa,302,Strausstown
strongstown,pa,396,Strongstown
stroudsburg,pa,5961,Stroudsburg
stump-creek,pa,143,Stump Creek
sturgeon,pa,247,Sturgeon
sugar-grove,pa,551,Sugar Grove
sugar-notch,pa,1000,Sugar Notch
sugar-run,pa,700,Sugar Run
sugarcreek,pa,4735,Sugarcreek
sugarloaf,pa,4022,Sugarloaf
summerdale,pa,786,Summerdale
summerhill,pa,476,Summerhill
summerville,pa,507,Summerville
summit-hill,pa,3144,Summit Hill
summit-station,pa,64,Summit Station
sunbury,pa,9665,Sunbury
susquehanna,pa,5257,Susquehanna
susquehanna-depot,pa,1356,Susquehanna Depot
sutersville,pa,555,Sutersville
swarthmore,pa,6512,Swarthmore
sweet-valley,pa,2224,Sweet Valley
swengel,pa,46,Swengel
swiftwater,pa,1016,Swiftwater
swissvale,pa,8512,Swissvale
swoyersville,pa,5023,Swoyersville
sycamore,pa,716,Sycamore
sykesville,pa,1108,Sykesville
sylvania,pa,215,Sylvania
tafton,pa,1374,Tafton
tamaqua,pa,6922,Tamaqua
tamiment,pa,633,Tamiment
tannersville,pa,2916,Tannersville
tarentum,pa,4293,Tarentum
tarrs,pa,814,Tarrs
tatamy,pa,1267,Tatamy
taylor,pa,6277,Taylor
taylorstown,pa,200,Taylorstown
telford,pa,4924,Telford
temple,pa,9159,Temple
templeton,pa,2068,Templeton
terre-hill,pa,1353,Terre Hill
thomasville,pa,3693,Thomasville
thompson,pa,253,Thompson
thompsontown,pa,622,Thompsontown
thornburg,pa,462,Thornburg
thorndale,pa,2021,Thorndale
thornton,pa,1919,Thornton
three-springs,pa,441,Three Springs
throop,pa,4069,Throop
tidioute,pa,620,Tidioute
timblin,pa,144,Timblin
tioga,pa,611,Tioga
tiona,pa,226,Tiona
tionesta,pa,437,Tionesta
tipton,pa,71,Tipton
titusville,pa,5231,Titusville
tobyhanna,pa,17822,Tobyhanna
todd,pa,317,Todd
topton,pa,2037,Topton
torrance,pa,527,Torrance
toughkenamon,pa,812,Toughkenamon
towanda,pa,2800,Towanda
tower-city,pa,1428,Tower City
townville,pa,324,Townville
trafford,pa,3294,Trafford
trainer,pa,1965,Trainer
transfer,pa,1987,Transfer
trappe,pa,4010,Trappe
treichlers,pa,521,Treichlers
tremont,pa,1679,Tremont
tresckow,pa,865,Tresckow
trevorton,pa,1439,Trevorton
trexlertown,pa,762,Trexlertown
trout-run,pa,2978,Trout Run
troutville,pa,231,Troutville
troy,pa,1256,Troy
trumbauersville,pa,901,Trumbauersville
tullytown,pa,2271,Tullytown
tunkhannock,pa,1761,Tunkhannock
tunnelhill,pa,313,Tunnelhill
turbotville,pa,674,Turbotville
turtle-creek,pa,5058,Turtle Creek
turtlepoint,pa,542,Turtlepoint
tuscarora,pa,404,Tuscarora
twilight,pa,215,Twilight
twin-rocks,pa,165,Twin Rocks
tyler-hill,pa,484,Tyler Hill
tylersburg,pa,30,Tylersburg
tyrone,pa,5425,Tyrone
uledi,pa,819,Uledi
ulster,pa,1914,Ulster
ulysses,pa,598,Ulysses
union-city,pa,2908,Union City
union-dale,pa,220,Union Dale
uniontown,pa,9825,Uniontown
unionville,pa,268,Unionville
united,pa,74,United
unityville,pa,1051,Unityville
university-park,pa,12700,University Park
upland,pa,3049,Upland
upper-black-eddy,pa,3114,Upper Black Eddy
upper-darby,pa,42847,Upper Darby
upperstrasburg,pa,353,Upperstrasburg
ursina,pa,239,Ursina
utica,pa,183,Utica
valencia,pa,687,Valencia
valier,pa,62,Valier
valley-hi,pa,7,Valley-Hi
valley-view,pa,1461,Valley View
van-voorhis,pa,504,Van Voorhis
vanderbilt,pa,408,Vanderbilt
vandergrift,pa,5036,Vandergrift
vandling,pa,726,Vandling
venango,pa,209,Venango
venetia,pa,9500,Venetia
venus,pa,1343,Venus
verona,pa,2459,Verona
versailles,pa,1462,Versailles
vestaburg,pa,419,Vestaburg
villa-maria,pa,98,Villa Maria
villanova,pa,10779,Villanova
vintondale,pa,410,Vintondale
virginville,pa,146,Virginville
volant,pa,126,Volant
vowinckel,pa,228,Vowinckel
wall,pa,510,Wall
wallaceton,pa,297,Wallaceton
wallingford,pa,12649,Wallingford
walnut-bottom,pa,397,Walnut Bottom
walnutport,pa,2097,Walnutport
walston,pa,76,Walston
waltersburg,pa,92,Waltersburg
wampum,pa,554,Wampum
wapwallopen,pa,3335,Wapwallopen
warfordsburg,pa,2856,Warfordsburg
warminster,pa,42811,Warminster
warren,pa,9273,Warren
warren-center,pa,534,Warren Center
warrendale,pa,656,Warrendale
warrington,pa,22352,Warrington
warrior-run,pa,532,Warrior Run
warriors-mark,pa,1846,Warriors Mark
washington,pa,13535,Washington
washington-boro,pa,1615,Washington Boro
washington-crossing,pa,4565,Washington Crossing
washingtonville,pa,202,Washingtonville
waterfall,pa,350,Waterfall
waterford,pa,1466,Waterford
waterville,pa,185,Waterville
watsontown,pa,2234,Watsontown
wattsburg,pa,349,Wattsburg
waverly,pa,528,Waverly
waymart,pa,1300,Waymart
wayne,pa,33683,Wayne
waynesboro,pa,11046,Waynesboro
waynesburg,pa,3853,Waynesburg
weatherly,pa,2562,Weatherly
webster,pa,82,Webster
weedville,pa,1788,Weedville
weikert,pa,221,Weikert
weissport,pa,414,Weissport
wellersburg,pa,212,Wellersburg
wells-tannery,pa,310,Wells Tannery
wellsboro,pa,3463,Wellsboro
wellsville,pa,299,Wellsville
wendel,pa,427,Wendel
wernersville,pa,2774,Wernersville
wesleyville,pa,3196,Wesleyville
west-alexander,pa,1508,West Alexander
west-brownsville,pa,976,West Brownsville
west-chester,pa,19489,West Chester
west-conshohocken,pa,1500,West Conshohocken
west-decatur,pa,1798,West Decatur
west-easton,pa,1234,West Easton
west-elizabeth,pa,397,West Elizabeth
west-finley,pa,669,West Finley
west-grove,pa,2772,West Grove
west-hazleton,pa,5181,West Hazleton
west-hickory,pa,330,West Hickory
west-homestead,pa,1849,West Homestead
west-kittanning,pa,1181,West Kittanning
west-lebanon,pa,49,West Lebanon
west-leechburg,pa,1260,West Leechburg
west-leisenring,pa,322,West Leisenring
west-liberty,pa,329,West Liberty
west-mayfield,pa,1184,West Mayfield
west-middlesex,pa,811,West Middlesex
west-middletown,pa,110,West Middletown
west-mifflin,pa,19383,West Mifflin
west-milton,pa,657,West Milton
west-newton,pa,2646,West Newton
west-pittsburg,pa,956,West Pittsburg
west-pittston,pa,4648,West Pittston
west-reading,pa,4547,West Reading
west-salisbury,pa,11,West Salisbury
west-springfield,pa,1226,West Springfield
west-sunbury,pa,181,West Sunbury
west-view,pa,6603,West View
west-wyoming,pa,2645,West Wyoming
west-york,pa,5093,West York
westfield,pa,1110,Westfield
westland,pa,0,Westland
westmont,pa,4942,Westmont
westmoreland-city,pa,671,Westmoreland City
weston,pa,179,Weston
westover,pa,354,Westover
westport,pa,130,Westport
wexford,pa,24964,Wexford
wheatland,pa,580,Wheatland
whitaker,pa,1168,Whitaker
white,pa,265,White
white-deer,pa,810,White Deer
white-haven,pa,1166,White Haven
white-mills,pa,415,White Mills
white-oak,pa,7538,White Oak
whitehall,pa,14931,Whitehall
whitney,pa,292,Whitney
wickhaven,pa,153,Wickhaven
wiconisco,pa,772,Wiconisco
wilburton,pa,514,Wilburton
wilcox,pa,1228,Wilcox
wilkes-barre,pa,78089,Wilkes Barre
wilkinsburg,pa,14176,Wilkinsburg
williamsburg,pa,1221,Williamsburg
williamsport,pa,27535,Williamsport
williamstown,pa,1303,Williamstown
willow-grove,pa,19814,Willow Grove
willow-hill,pa,461,Willow Hill
willow-street,pa,11521,Willow Street
wilmerding,pa,1762,Wilmerding
wilmore,pa,207,Wilmore
wilson,pa,8220,Wilson
winburne,pa,408,Winburne
wind-gap,pa,3170,Wind Gap
wind-ridge,pa,655,Wind Ridge
windber,pa,3907,Windber
windsor,pa,1353,Windsor
winfield,pa,2997,Winfield
winterstown,pa,605,Winterstown
womelsdorf,pa,2882,Womelsdorf
wood,pa,348,Wood
woodbury,pa,286,Woodbury
woodcock,pa,139,Woodcock
woodland,pa,2439,Woodland
woodlyn,pa,4589,Woodlyn
woodward,pa,455,Woodward
woolrich,pa,132,Woolrich
worcester,pa,274,Worcester
wormleysburg,pa,3071,Wormleysburg
worthington,pa,589,Worthington
worthville,pa,72,Worthville
wrightsville,pa,2253,Wrightsville
wyalusing,pa,614,Wyalusing
wyano,pa,313,Wyano
wycombe,pa,104,Wycombe
wyncote,pa,7437,Wyncote
wynnewood,pa,15384,Wynnewood
wyoming,pa,3114,Wyoming
wyomissing,pa,11132,Wyomissing
wysox,pa,1517,Wysox
yardley,pa,2599,Yardley
yatesboro,pa,331,Yatesboro
yatesville,pa,640,Yatesville
yeadon,pa,11995,Yeadon
yeagertown,pa,1220,Yeagertown
yoe,pa,1059,Yoe
york,pa,44842,York
york-haven,pa,692,York Haven
york-new-salem,pa,369,York New Salem
york-springs,pa,685,York Springs
yorkana,pa,236,Yorkana
youngstown,pa,249,Youngstown
youngsville,pa,1706,Youngsville
youngwood,pa,2955,Youngwood
yukon,pa,672,Yukon
zelienople,pa,3859,Zelienople
zieglerville,pa,674,Zieglerville
zion-grove,pa,1295,Zion Grove
zionsville,pa,3078,Zionsville
adjuntas,pr,16834,Adjuntas
aguada,pr,37642,Aguada
aguadilla,pr,49075,Aguadilla
aguas-buenas,pr,24475,Aguas Buenas
aguirre,pr,6831,Aguirre
aibonito,pr,24401,Aibonito
anasco,pr,25542,Anasco
angeles,pr,1315,Angeles
arecibo,pr,63312,Arecibo
arroyo,pr,15797,Arroyo
bajadero,pr,9625,Bajadero
barceloneta,pr,22573,Barceloneta
barranquitas,pr,28335,Barranquitas
bayamon,pr,187247,Bayamon
boqueron,pr,7577,Boqueron
cabo-rojo,pr,39406,Cabo Rojo
caguas,pr,130502,Caguas
camuy,pr,32733,Camuy
canovanas,pr,47826,Canovanas
carolina,pr,148956,Carolina
castaner,pr,1431,Castaner
catano,pr,19614,Catano
cayey,pr,45867,Cayey
ceiba,pr,11164,Ceiba
ciales,pr,17605,Ciales
cidra,pr,34678,Cidra
coamo,pr,34374,Coamo
comerio,pr,18639,Comerio
corozal,pr,34205,Corozal
coto-laurel,pr,13908,Coto Laurel
culebra,pr,1186,Culebra
dorado,pr,35926,Dorado
ensenada,pr,4702,Ensenada
fajardo,pr,30093,Fajardo
florida,pr,13767,Florida
fort-buchanan,pr,128,Fort Buchanan
garrochales,pr,3924,Garrochales
guanica,pr,8980,Guanica
guayama,pr,35917,Guayama
guayanilla,pr,18121,Guayanilla
guaynabo,pr,93367,Guaynabo
gurabo,pr,40476,Gurabo
hatillo,pr,37066,Hatillo
hormigueros,pr,15483,Hormigueros
humacao,pr,46537,Humacao
isabela,pr,40480,Isabela
jayuya,pr,14967,Jayuya
juana-diaz,pr,42900,Juana Diaz
juncos,pr,37726,Juncos
la-plata,pr,154,La Plata
lajas,pr,23370,Lajas
lares,pr,27529,Lares
las-marias,pr,8746,Las Marias
las-piedras,pr,34964,Las Piedras
loiza,pr,17316,Loiza
luquillo,pr,17716,Luquillo
manati,pr,39385,Manati
maricao,pr,5590,Maricao
maunabo,pr,10487,Maunabo
mayaguez,pr,73587,Mayaguez
mercedita,pr,2040,Mercedita
moca,pr,36683,Moca
morovis,pr,28659,Morovis
naguabo,pr,23289,Naguabo
naranjito,pr,29523,Naranjito
orocovis,pr,20816,Orocovis
patillas,pr,15978,Patillas
penuelas,pr,21648,Penuelas
ponce,pr,123525,Ponce
puerto-real,pr,2034,Puerto Real
punta-santiago,pr,3627,Punta Santiago
quebradillas,pr,25039,Quebradillas
rincon,pr,15304,Rincon
rio-grande,pr,47494,Rio Grande
rosario,pr,1057,Rosario
sabana-grande,pr,22882,Sabana Grande
sabana-hoyos,pr,11478,Sabana Hoyos
sabana-seca,pr,8168,Sabana Seca
salinas,pr,19570,Salinas
san-antonio,pr,5781,San Antonio
san-german,pr,29547,San German
san-juan,pr,345339,San Juan
san-lorenzo,pr,36576,San Lorenzo
san-sebastian,pr,40346,San Sebastian
santa-isabel,pr,20048,Santa Isabel
toa-alta,pr,66079,Toa Alta
toa-baja,pr,68329,Toa Baja
trujillo-alto,pr,61638,Trujillo Alto
utuado,pr,24299,Utuado
vega-alta,pr,33302,Vega Alta
vega-baja,pr,55668,Vega Baja
vieques,pr,8199,Vieques
villalba,pr,22053,Villalba
yabucoa,pr,30779,Yabucoa
yauco,pr,33506,Yauco
albion,ri,702,Albion
ashaway,ri,2560,Ashaway
barrington,ri,17121,Barrington
block-island,ri,962,Block Island
bradford,ri,2328,Bradford
bristol,ri,22420,Bristol
carolina,ri,1038,Carolina
central-falls,ri,22526,Central Falls
charlestown,ri,7998,Charlestown
chepachet,ri,7444,Chepachet
clayville,ri,134,Clayville
coventry,ri,33148,Coventry
cranston,ri,82598,Cranston
cumberland,ri,36142,Cumberland
east-greenwich,ri,19876,East Greenwich
east-providence,ri,46908,East Providence
exeter,ri,6241,Exeter
fiskeville,ri,17,Fiskeville
forestdale,ri,291,Forestdale
foster,ri,5872,Foster
glendale,ri,396,Glendale
greene,ri,2286,Greene
greenville,ri,7263,Greenville
harmony,ri,82,Harmony
harrisville,ri,6766,Harrisville
hope,ri,3840,Hope
hope-valley,ri,4887,Hope Valley
hopkinton,ri,670,Hopkinton
jamestown,ri,5554,Jamestown
johnston,ri,29453,Johnston
kenyon,ri,87,Kenyon
kingston,ri,7177,Kingston
lincoln,ri,18306,Lincoln
little-compton,ri,3622,Little Compton
manville,ri,3468,Manville
mapleville,ri,1598,Mapleville
middletown,ri,17009,Middletown
narragansett,ri,13238,Narragansett
newport,ri,25101,Newport
north-kingstown,ri,23382,North Kingstown
north-providence,ri,15866,North Providence
north-scituate,ri,8031,North Scituate
north-smithfield,ri,11449,North Smithfield
oakland,ri,286,Oakland
pascoag,ri,7295,Pascoag
pawtucket,ri,75277,Pawtucket
portsmouth,ri,17748,Portsmouth
providence,ri,190081,Providence
prudence-island,ri,98,Prudence Island
riverside,ri,16415,Riverside
rockville,ri,97,Rockville
rumford,ri,8855,Rumford
saunderstown,ri,6376,Saunderstown
shannock,ri,176,Shannock
slatersville,ri,659,Slatersville
smithfield,ri,14868,Smithfield
tiverton,ri,16324,Tiverton
wakefield,ri,22369,Wakefield
warren,ri,11117,Warren
warwick,ri,83028,Warwick
west-greenwich,ri,6535,West Greenwich
west-kingston,ri,5920,West Kingston
west-warwick,ri,30909,West Warwick
westerly,ri,22026,Westerly
wood-river-junction,ri,609,Wood River Junction
woonsocket,ri,43089,Woonsocket
wyoming,ri,1857,Wyoming
abbeville,sc,4853,Abbeville
adams-run,sc,1771,Adams Run
aiken,sc,32252,Aiken
alcolu,sc,2246,Alcolu
allendale,sc,2628,Allendale
anderson,sc,29552,Anderson
andrews,sc,2562,Andrews
arcadia,sc,383,Arcadia
arcadia-lakes,sc,863,Arcadia Lakes
atlantic-beach,sc,230,Atlantic Beach
awendaw,sc,1416,Awendaw
aynor,sc,1011,Aynor
bamberg,sc,3034,Bamberg
barnwell,sc,4630,Barnwell
batesburg,sc,9255,Batesburg
batesburg-leesville,sc,5269,Batesburg-Leesville
bath,sc,973,Bath
beaufort,sc,13717,Beaufort
beech-island,sc,7896,Beech Island
belton,sc,4395,Belton
bennettsville,sc,6749,Bennettsville
bethune,sc,317,Bethune
bishopville,sc,2947,Bishopville
blacksburg,sc,1878,Blacksburg
blackstock,sc,1298,Blackstock
blackville,sc,1923,Blackville
blair,sc,1340,Blair
blenheim,sc,113,Blenheim
bluffton,sc,31775,Bluffton
blythewood,sc,5327,Blythewood
boiling-springs,sc,30283,Boiling Springs
bonneau,sc,427,Bonneau
bowman,sc,771,Bowman
bradley,sc,1328,Bradley
branchville,sc,973,Branchville
briarcliffe-acres,sc,496,Briarcliffe Acres
brunson,sc,420,Brunson
buffalo,sc,3248,Buffalo
burnettown,sc,3091,Burnettown
cades,sc,805,Cades
calhoun-falls,sc,1722,Calhoun Falls
camden,sc,7931,Camden
cameron,sc,374,Cameron
campobello,sc,700,Campobello
carlisle,sc,318,Carlisle
cassatt,sc,5172,Cassatt
catawba,sc,3512,Catawba
cayce,sc,13742,Cayce
centenary,sc,279,Centenary
central,sc,5301,Central
central-pacolet,sc,212,Central Pacolet
chapin,sc,1850,Chapin
chappells,sc,961,Chappells
charleston,sc,151783,Charleston
charleston-afb,sc,2257,Charleston Afb
cheraw,sc,4993,Cheraw
chesnee,sc,852,Chesnee
chester,sc,5228,Chester
chesterfield,sc,1349,Chesterfield
clarks-hill,sc,1019,Clarks Hill
clemson,sc,17893,Clemson
cleveland,sc,1312,Cleveland
clifton,sc,74,Clifton
clinton,sc,7581,Clinton
clio,sc,597,Clio
clover,sc,6953,Clover
columbia,sc,136394,Columbia
converse,sc,106,Converse
conway,sc,25614,Conway
coosawhatchie,sc,0,Coosawhatchie
cope,sc,33,Cope
cordesville,sc,598,Cordesville
cordova,sc,134,Cordova
cottageville,sc,699,Cottageville
coward,sc,742,Coward
cowpens,sc,2062,Cowpens
cross,sc,3992,Cross
cross-anchor,sc,25,Cross Anchor
cross-hill,sc,413,Cross Hill
dalzell,sc,9402,Dalzell
darlington,sc,6147,Darlington
daufuskie-island,sc,569,Daufuskie Island
denmark,sc,3118,Denmark
dillon,sc,6414,Dillon
donalds,sc,319,Donalds
dorchester,sc,1916,Dorchester
drayton,sc,224,Drayton
due-west,sc,1206,Due West
duncan,sc,4140,Duncan
early-branch,sc,1799,Early Branch
easley,sc,23344,Easley
eastover,sc,617,Eastover
edgefield,sc,2364,Edgefield
edgemoor,sc,1797,Edgemoor
edisto-beach,sc,1024,Edisto Beach
edisto-island,sc,2751,Edisto Island
effingham,sc,9836,Effingham
ehrhardt,sc,447,Ehrhardt
elgin,sc,1615,Elgin
elko,sc,139,Elko
elliott,sc,84,Elliott
elloree,sc,556,Elloree
enoree,sc,5687,Enoree
estill,sc,1782,Estill
eutawville,sc,233,Eutawville
fair-play,sc,2915,Fair Play
fairfax,sc,1455,Fairfax
fingerville,sc,79,Fingerville
florence,sc,39978,Florence
folly-beach,sc,2070,Folly Beach
forest-acres,sc,10488,Forest Acres
fork,sc,498,Fork
fort-lawn,sc,962,Fort Lawn
fort-mill,sc,27955,Fort Mill
fountain-inn,sc,11016,Fountain Inn
furman,sc,223,Furman
gable,sc,340,Gable
gadsden,sc,2479,Gadsden
gaffney,sc,12570,Gaffney
galivants-ferry,sc,6987,Galivants Ferry
garnett,sc,1092,Garnett
gaston,sc,1620,Gaston
georgetown,sc,8391,Georgetown
gifford,sc,252,Gifford
gilbert,sc,590,Gilbert
glendale,sc,254,Glendale
gloverville,sc,672,Gloverville
goose-creek,sc,46707,Goose Creek
govan,sc,52,Govan
graniteville,sc,11396,Graniteville
gray-court,sc,767,Gray Court
great-falls,sc,1931,Great Falls
greeleyville,sc,373,Greeleyville
green-pond,sc,1317,Green Pond
green-sea,sc,1648,Green Sea
greenville,sc,72286,Greenville
greenwood,sc,22433,Greenwood
greer,sc,38849,Greer
gresham,sc,2615,Gresham
hamer,sc,2368,Hamer
hampton,sc,2641,Hampton
hanahan,sc,21428,Hanahan
hardeeville,sc,8853,Hardeeville
harleyville,sc,680,Harleyville
hartsville,sc,7446,Hartsville
heath-springs,sc,773,Heath Springs
hemingway,sc,486,Hemingway
hickory-grove,sc,457,Hickory Grove
hilda,sc,421,Hilda
hilton-head-island,sc,37660,Hilton Head Island
hodges,sc,160,Hodges
holly-hill,sc,1268,Holly Hill
hollywood,sc,5424,Hollywood
honea-path,sc,3741,Honea Path
hopkins,sc,12569,Hopkins
horatio,sc,10,Horatio
huger,sc,3010,Huger
inman,sc,3059,Inman
irmo,sc,11785,Irmo
islandton,sc,982,Islandton
isle-of-palms,sc,4378,Isle Of Palms
iva,sc,1144,Iva
jackson,sc,1547,Jackson
jacksonboro,sc,246,Jacksonboro
james-island,sc,11681,James Island
jamestown,sc,72,Jamestown
jefferson,sc,772,Jefferson
jenkinsville,sc,39,Jenkinsville
joanna,sc,1406,Joanna
johns-island,sc,25449,Johns Island
johnsonville,sc,1366,Johnsonville
johnston,sc,2033,Johnston
jonesville,sc,842,Jonesville
kershaw,sc,1772,Kershaw
kiawah-island,sc,1999,Kiawah Island
kinards,sc,980,Kinards
kingstree,sc,3158,Kingstree
kline,sc,146,Kline
ladson,sc,35871,Ladson
lake-city,sc,6054,Lake City
lake-view,sc,776,Lake View
lamar,sc,857,Lamar
lancaster,sc,8634,Lancaster
lando,sc,18,Lando
landrum,sc,2536,Landrum
lane,sc,462,Lane
langley,sc,827,Langley
latta,sc,1274,Latta
laurens,sc,9314,Laurens
leesville,sc,16357,Leesville
lexington,sc,24324,Lexington
liberty,sc,3325,Liberty
liberty-hill,sc,215,Liberty Hill
lincolnville,sc,1161,Lincolnville
little-mountain,sc,251,Little Mountain
little-river,sc,19722,Little River
little-rock,sc,547,Little Rock
livingston,sc,128,Livingston
lockhart,sc,377,Lockhart
lodge,sc,84,Lodge
long-creek,sc,385,Long Creek
longs,sc,16331,Longs
loris,sc,2567,Loris
lowndesville,sc,121,Lowndesville
lowrys,sc,183,Lowrys
lugoff,sc,15771,Lugoff
luray,sc,94,Luray
lydia,sc,14,Lydia
lyman,sc,6323,Lyman
lynchburg,sc,311,Lynchburg
manning,sc,3826,Manning
marietta,sc,6243,Marietta
marion,sc,6331,Marion
martin,sc,276,Martin
mauldin,sc,25673,Mauldin
mayesville,sc,547,Mayesville
mayo,sc,274,Mayo
mcbee,sc,760,McBee
mcclellanville,sc,605,McClellanville
mccoll,sc,2046,McColl
mcconnells,sc,284,McConnells
mccormick,sc,2247,McCormick
meggett,sc,1397,Meggett
modoc,sc,714,Modoc
moncks-corner,sc,13704,Moncks Corner
monetta,sc,199,Monetta
moore,sc,14980,Moore
mount-carmel,sc,379,Mount Carmel
mount-croghan,sc,133,Mount Croghan
mount-pleasant,sc,92844,Mount Pleasant
mountain-rest,sc,1908,Mountain Rest
mountville,sc,590,Mountville
mullins,sc,3958,Mullins
murrells-inlet,sc,32817,Murrells Inlet
myrtle-beach,sc,36986,Myrtle Beach
neeses,sc,316,Neeses
nesmith,sc,1130,Nesmith
new-ellenton,sc,2245,New Ellenton
new-zion,sc,1636,New Zion
newberry,sc,10687,Newberry
newry,sc,341,Newry
nichols,sc,227,Nichols
ninety-six,sc,2063,Ninety Six
norris,sc,743,Norris
north,sc,682,North
north-augusta,sc,24816,North Augusta
north-charleston,sc,117586,North Charleston
